Benchmark,Collection,Tag,Buggy?,Correct Result?,Time(s),RunTime Error,Category,Notes,Pipeline
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/acme.sh_acme_5cc1d95.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00275517s,,,,"echo ""${_netprc}"" | grep ""${LOCAL_ANY_ADDRESS}:${_checkport}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/acme.sh_acme_6bdf689.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00194073s,,,,uname -a | grep SunOS >/dev/null
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/acme.sh_acme_70f4cad.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00742388s,,,,"echo ""${responseHeaders}"" | grep -i ""^Retry-After *: *[0-9]\\+ *"" | cut -d : -f 2 | tr -d "" "" | tr -d ""\\r"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/acme.sh_acme_72af092.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00596857s,,,,"echo ""${_outcsr}"" | _egrep_o ""^ *Public.Key:.*"" | cut -d ""("" -f 2 | cut -d "" "" -f 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/acme.sh_acme_90b65c6.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00166011s,,,,"echo ""'${domainlist}'"" | sed ""s/,/' '/g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/advanced_Scripts_chronometer.sh_chronometer_dac27f1.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00431657s,,,,"ip route | grep default | cut -d "" "" -f 3 | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/advanced_Scripts_list.sh_list_1bf43b0.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00370049s,,,,"echo ${*} | sed ""s/^\\.*//"" | sed ""s/[]\\.|$(){}?+*^]/\\\\&/g"" | sed ""s/\\//\\\\\\//g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/advanced_Scripts_list.sh_list_2061daa.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00288582s,,Unsupported invocation,,"echo ${*} | sed ""s/[]\\.|$(){}?+*^]/\\\\&/g"" | sed ""s/\\//\\\\\\//g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/advanced_Scripts_piholeDebug.sh_piholeDebug_36937b1.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00316906s,,,,"echo ""${line}"" | sed -e ""s/^\\s*#.*\$//"" -e ""/^\$/d"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/advanced_Scripts_piholeDebug.sh_piholeDebug_5cebcea.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00083876s,,Unsupported invocation,,"ip link show | sed ""/ master /d;/UP/!d;s/^[0-9]*: //g;s/@.*//g;s/: <.*//g;"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/aliases_available_git.aliases.bash_git.aliases_2a23598.bash,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00202847s,,,,"git branch | grep -q ""^. main\\s*$"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/automated install_basic-install.sh_basic-install_466fd79.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00302839s,,,,"ip -oneline -family inet address show | grep ""${IPv4bare}/"" | awk ""{print $4}"" | awk ""END {print}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/automated install_basic-install.sh_basic-install_523f650.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00417662s,,,,"curl -sI https://github.com/pi-hole/FTL/releases/latest | grep --color=never -i Location: | awk -F / ""{print $NF}"" | tr -d ""[:cntrl:]"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/automated install_basic-install.sh_basic-install_8ee2bde.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00310302s,,,,"iptables -S INPUT | head -n1 | grep -qv ""^-P.*ACCEPT$"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/automated install_basic-install.sh_basic-install_9212eea.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00797749s,,,,"ip -o link | grep -v ""state DOWN\\\|lo"" | awk ""{print $2}"" | cut -d"":"" -f1 | cut -d""@"" -f1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/dnsapi_dns_1984hosting.sh_dns_1984hosting_0ab1439.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00479960s,,,,"grep ""^set-cookie:"" ""${HTTP_HEADER}"" | _tail_n 1 | _egrep_o ""sessionid=[^;]*;"" | tr -d "";"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/functions_vcs.zsh_vcs_cb5d33a.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00330091s,,,,"git status ${FLAGS} | grep -E ""^\\?\\?"" 2>/dev/null | tail -n1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/install_fix-framework-text-scaling.sh_fix-framework-text-scaling_9b08be1.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00448704s,,,,"sudo dmidecode -t system | grep ""Manufacturer:"" | awk ""{print $2}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_dirspersist.zsh_dirspersist_21e2a91.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00153184s,,,,"dirs -p | sed ""s/ /\\\\ /g;s/&/\\\\&/;s/^/pushd -q /;1!G;h;\$!d;"" >~/.zdirstore"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_git.zsh_git_27fff27.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.01364303s,,,,"{ echo ""${INDEX}"" | grep ""^## [^ ]\\+ .*ahead"" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_git.zsh_git_27fff27.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00336289s,,,,"{ echo ""${INDEX}"" | grep ""^## [^ ]\\+ .*behind"" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_git.zsh_git_27fff27.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00862050s,,,,"{ echo ""${INDEX}"" | grep ""^## [^ ]\\+ .*diverged"" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_git.zsh_git_6774fb3.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00162339s,,,,"{ echo ""${INDEX}"" | grep ""^ D "" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_git.zsh_git_8890450.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00172591s,,,,"{ echo ""${INDEX}"" | grep -E ""^\\?\\? "" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/lib_helpers.bash_helpers_1e77c26.bash,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00091696s,,,,"git log -1 --format=%B ""${i}"" | awk ""!/^[[:space:]]*\$/ {++i} END{print i}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/modes_stealth.sh_stealth_ca08f79.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00133920s,,,,gau --subs ${TARGET} | tee ${LOOT_DIR}/web/gua-${TARGET}.txt 2>/dev/null | head -n 250
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/nvm.sh_nvm_578a601.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.06049466s,,,,"find ""${NVM_DIR}/"" -maxdepth 1 -type d -name ""$(nvm_format_version ${PATTERN})*"" -exec basename ""{}"" "";"" \  | sort -t. -u -k 1.2,1n -k 2,2n -k 3,3n | grep -v ""^ *\\."""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/nvm.sh_nvm_6dc602b.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.05813241s,,,,"find ""${NVM_DIR}/"" -maxdepth 1 -type d -name ""${PATTERN}*"" -exec basename ""{}"" "";"" \  | sort -t. -u -k 1.2,1n -k 2,2n -k 3,3n | grep -v ""^ *\\."" | grep -e ""^v"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/nvm.sh_nvm_b59ecb9.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.06025004s,,,,"find ""$(nvm_version_dir new)/"" ""$(nvm_version_dir old)/"" -maxdepth 1 -type d -name ""${PATTERN}*"" -exec basename ""{}"" "";"" \  | sort -t. -u -k 1.2,1n -k 2,2n -k 3,3n | grep -v ""^ *\\."" | grep -e ""^v"" | grep -v -e ""^versions$"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/nvm.sh_nvm_cb87c31.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00463700s,,,,"ls ""${NVM_DIR}"" | grep -v src | grep -v nvm.sh"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/openvpn-install.sh_openvpn-install_aca3b4a.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00380087s,,Unsupported invocation,,"ip -4 route ls | grep default | grep -Po ""(?<=dev )(\\S+)"" | head -1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/openvpn-install.sh_openvpn-install_d324165.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00374007s,,,,"iptables -L | grep -qE ""REJECT|DROP"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/openvpn-install_Nyr_6d89279.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.03953218s,,,,"ifconfig | grep ""inet addr:"" | grep -v inet6 | grep -vE ""127\\.[0-9]{1,3}\\.[0-9]{1,3}\\.[0-9]{1,3}"" | cut -d: -f2 | awk ""{ print $1}"" | head -1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_available_base.plugin.bash_base.plugin_e687857.bash,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00368381s,,,,"ifconfig | grep -E ""inet "" | sed ""s/addr://g"" | awk ""{print $2}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_battery_battery.plugin.zsh_battery.plugin_15a0374.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.03615475s,,,,"acpi 2>/dev/null | command grep -v ""rate information unavailable"" | command grep -E ""^Battery.*(Disc|C)harging"" | cut -f2 -d "","" | tr -cd ""[:digit:]"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_composer_composer.plugin.zsh_composer.plugin_8b5950b.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00154090s,,,,"${_comp_command1} --no-ansi | sed ""1,/Available commands/d"" | awk ""/^[ \\t]*[a-z]+/ { print $1 }"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_git_git.plugin.zsh_git.plugin_d60522c.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00227690s,,,,"git log -n 1 2>/dev/null | grep -q -c ""\\-\\-wip\\-\\-"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_mix-fast_mix-fast.plugin.zsh_mix-fast.plugin_bf87e99.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00463629s,,,,"mix help | grep -v ""iex -S"" | tail -n +2 | cut -d "" "" -f 2 >.mix_tasks"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_n98-magerun_n98-magerun.plugin.zsh_n98-magerun.plugin_de76905.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00150108s,,,,"n98-magerun.phar --no-ansi | sed ""1,/Available commands/d"" | awk ""/^ +[a-z\\-:]+/ { print $1 }"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_rake-fast_rake-fast.plugin.zsh_rake-fast.plugin_c56fa99.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00297332s,,Unsupported invocation,,"rake --silent --tasks | cut -d "" "" -f 2 | sed ""s/\\[.*\\]//g"" >.rake_tasks"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_rvm_rvm.plugin.zsh_rvm.plugin_d20c111.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00116658s,,,,"gem list ${@} | sed -E \ -e ""s/\\\([0-9, \\.]+( .+)?\\\)/${fg}[blue]&${reset_color}/g"" \ -e ""s|$(echo ${rvm_path})|${fg}[magenta]\$rvm_path${reset_color}|g"" \ -e ""s/${current_ruby}@global/${fg}[yellow]&${reset_color}/g"" \ -e ""s/${current_ruby}${current_gemset}\$/${fg}[green]&${reset_color}/g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/plugins_svn_svn.plugin.zsh_svn.plugin_e2f7623.zsh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00345302s,,,,"svn info | sed -n ""s/URL:\\ .*${SVN_ROOT}\\///p"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/themes_base.theme.bash_base.theme_70e4ac9.bash,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00332022s,,,,"hg summary 2>/dev/null | grep branch: | awk ""{print $2}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/themes_base.theme.bash_base.theme_70e4ac9.bash,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00252414s,,,,"hg summary 2>/dev/null | grep parent: | awk ""{print $2}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/themes_base.theme.bash_base.theme_ba02955.bash,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.00085855s,,Unsupported invocation,,"hexdump -vn 10 -e ""1/1 \""%02x\"""" ""${HG_ROOT}/dirstate"" | cut -c-12"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/post_commit/wireguard-install.sh_wireguard-install_e05e633.sh,full_benchmark/github_repos_commits/collected/post_commit,,False,True,0.02113628s,,Unsupported invocation,,"ip -4 addr | sed -ne ""s|^.* inet \\([^/]*\\)/.* scope global.*$|\\1|p"" | awk ""{print $1}"" | head -1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_04a609b.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,True,0.00180459s,,,,"tr ""\\t"" "" "" <""${2}"" | _head_n ""${_fln}"" | grep -n ""^ *server *{"" | _tail_n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_04a609b.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00214744s,,,,"echo ""${_left}"" | tr ""\\t"" "" "" | grep -n ""^ *server *{"" >/dev/null"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_06580bf.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00392914s,,,,"cat ""${2}"" | tr ""\\t"" "" "" | grep ""^ *include *;"" >/dev/null"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_06580bf.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00488806s,,,,"cat ""${2}"" | tr ""\\t"" "" "" | grep ""^ *include *;"" | sed ""s/include //"" | tr -d "" ;"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_0c9c1ae.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.01804757s,,,,"echo ""${responseHeaders}"" | grep -i ""^Location.*$"" | _tail_n 1 | tr -d ""\\r\\n"" | cut -d "":"" -f 2-"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_14f3dbb.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00054049s,,Unsupported invocation,,"sed -h 2>&1 | grep ""\\-i[SUFFIX]"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_15dded7.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00555420s,,,,"echo ""${responseHeaders}"" | grep -i ""^Retry-After *:"" | cut -d : -f 2 | tr -d "" """
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_2b5e2d4.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00418901s,,,,"cat ""${2}"" | tr ""\\t"" "" "" | grep ""^ *include *;"" >/dev/null"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_2b5e2d4.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00477767s,,,,"cat ""${2}"" | tr ""\\t"" "" "" | grep ""^ *include *;"" | sed ""s/include //"" | tr -d "" ;"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_37d22a1.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00812888s,,,,"echo ""${response}"" | _egrep_o ""\""authorizations\"" *: *\\[[^\\[]]*\\]"" | cut -d ""["" -f 2 | tr -d ""]"" | tr -d ""\"""""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_48f02fb.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00384188s,,,,"echo ""${responseHeaders}"" | grep ""^Location:"" | cut -d "" "" -f 2"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_5cc1d95.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00202131s,,,,"echo ""${_netprc}"" | grep ""${LOCAL_ANY_ADDRESS}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_6bdf689.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00232816s,,Unsupported invocation,,uname -a | grep solaris >/dev/null
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_70f4cad.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00895286s,,,,"echo ""${responseHeaders}"" | grep -i ""^Retry-After *:"" | cut -d : -f 2 | tr -d "" "" | tr -d ""\\r"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_72af092.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00612140s,,,,"echo ""${_outcsr}"" | _egrep_o ""^ *Public-Key:.*"" | cut -d ""("" -f 2 | cut -d "" "" -f 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/acme.sh_acme_90b65c6.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00150061s,,"About globing, out of scope",,"echo ""${domainlist}"" | tr "","" "" """
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/advanced_Scripts_chronometer.sh_chronometer_dac27f1.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00424790s,,,,"ip route | grep default | cut -d "" "" -f 3"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/advanced_Scripts_list.sh_list_1bf43b0.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00354218s,,,,"echo ${*} | sed ""s/^\\.//"" | sed ""s/[]\\.|$(){}?+*^]/\\\\&/g"" | sed ""s/\\//\\\\\\//g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/advanced_Scripts_list.sh_list_2061daa.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00410748s,,,,"echo ${*} | sed ""s/[]\\.|$(){}?+*^]/\\\\&/g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/advanced_Scripts_piholeDebug.sh_piholeDebug_36937b1.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00227332s,,,,"echo ""${line}"" | sed -e ""s/#.*\$//"" -e ""/^\$/d"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/advanced_Scripts_piholeDebug.sh_piholeDebug_5cebcea.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00084686s,,,,"ip link show | sed ""/ master /d;/UP/!d;s/^[0-9]*: //g;s/: <.*//g;"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/aliases_available_git.aliases.bash_git.aliases_2a23598.bash,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00215435s,,,,"git branch | grep -q ""\\smain\\s"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/automated install_basic-install.sh_basic-install_466fd79.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00254130s,,Existence Quantifier required for reasoning,,"ip -oneline -family inet address show | grep ""${IPv4bare}"" | awk ""{print $4}"" | awk ""END {print}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/automated install_basic-install.sh_basic-install_523f650.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00383234s,,,,"curl -sI https://github.com/pi-hole/FTL/releases/latest | grep --color=never -i Location | awk -F / ""{print $NF}"" | tr -d ""[:cntrl:]"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/automated install_basic-install.sh_basic-install_8ee2bde.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00224233s,,,,"iptables -S INPUT | head -n1 | grep -qv ""ACCEPT$"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/automated install_basic-install.sh_basic-install_9212eea.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00504398s,,,,"ip -o link | grep ""state UP"" | awk ""{print $2}"" | cut -d"":"" -f1 | cut -d""@"" -f1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/dnsapi_dns_1984hosting.sh_dns_1984hosting_0ab1439.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00484705s,,,,"grep ""^Set-Cookie:"" ""${HTTP_HEADER}"" | _tail_n 1 | _egrep_o ""sessionid=[^;]*;"" | tr -d "";"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/functions_vcs.zsh_vcs_cb5d33a.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,True,0.00118661s,,,,"git status ${FLAGS} | grep -E ""^??"" 2>/dev/null | tail -n1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/install_fix-framework-text-scaling.sh_fix-framework-text-scaling_9b08be1.sh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00406241s,,,,"sudo dmidecode -t system | grep ""Manufacturer"" | awk ""{print $2}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_dirspersist.zsh_dirspersist_21e2a91.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00141168s,,Unsupported invocation,,"dirs -p | sed ""s/ /\\\\ /g;s/^/pushd -q /;1!G;h;\$!d;"" >~/.zdirstore"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_git.zsh_git_27fff27.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00365782s,,,,"{ echo ""${INDEX}"" | grep ""^## .*ahead"" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_git.zsh_git_27fff27.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00269699s,,,,"{ echo ""${INDEX}"" | grep ""^## .*behind"" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_git.zsh_git_27fff27.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.01037049s,,,,"{ echo ""${INDEX}"" | grep ""^## .*diverged"" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_git.zsh_git_6774fb3.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00152087s,,,,"{ echo ""${INDEX}"" | grep ""^D "" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_git.zsh_git_8890450.zsh,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00187683s,,,,"{ echo ""${INDEX}"" | grep ""^\\?\\? "" & }"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/github_repos_commits/collected/pre_commit/lib_helpers.bash_helpers_1e77c26.bash,full_benchmark/github_repos_commits/collected/pre_commit,,True,False,0.00090671s,,Unsupported invocation,,"git log -1 --format=%B ""${i}"" | awk ""!/^[[:space:]]*$ {++i} END{print i}"""
