command_name,invocation,pattern,ast_repr,is_pure_string,has_references
grep,"grep -qE ""REJECT|DROP""",REJECT|DROP,"Union(Concatenate([Literal('R'), Literal('E'), Literal('J'), Literal('E'), Literal('C'), Literal('T')]), Concatenate([Literal('D'), Literal('R'), Literal('O'), Literal('P')]))",False,False
grep,"grep -qE ""REJECT|DROP""",REJECT|DROP,"Union(Concatenate([Literal('R'), Literal('E'), Literal('J'), Literal('E'), Literal('C'), Literal('T')]), Concatenate([Literal('D'), Literal('R'), Literal('O'), Literal('P')]))",False,False
grep,"grep -vE ""127\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}""","127\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}","Concatenate([Literal('1'), Literal('2'), Literal('7'), Literal('.'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3), Literal('.'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3), Literal('.'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3)])",False,False
grep,"command grep -E ""^Battery.*(Disc|C)harging""",^Battery.*(Disc|C)harging,"Concatenate([StartAnchor(), Literal('B'), Literal('a'), Literal('t'), Literal('t'), Literal('e'), Literal('r'), Literal('y'), Repeat(Dot(), 0, None), Union(Concatenate([Literal('D'), Literal('i'), Literal('s'), Literal('c')]), Literal('C')), Literal('h'), Literal('a'), Literal('r'), Literal('g'), Literal('i'), Literal('n'), Literal('g')])",False,False
grep,"grep -oE ""[0-9A-Fa-f]+"" a.txt",[0-9A-Fa-f]+,"Repeat(CharacterClass(negate=False, items=[Range('0'-'9'), Range('A'-'F'), Range('a'-'f')]), 1, None)",False,False
grep,"grep -oE ""[0-9a-f]+"" a.txt",[0-9a-f]+,"Repeat(CharacterClass(negate=False, items=[Range('0'-'9'), Range('a'-'f')]), 1, None)",False,False
grep,"grep -oE ""[0-9a-f]+"" a.txt",[0-9a-f]+,"Repeat(CharacterClass(negate=False, items=[Range('0'-'9'), Range('a'-'f')]), 1, None)",False,False
grep,"grep -oE ""[0-9a-f]+""",[0-9a-f]+,"Repeat(CharacterClass(negate=False, items=[Range('0'-'9'), Range('a'-'f')]), 1, None)",False,False
grep,grep .,.,Dot(),False,False
grep,grep -n .,.,Dot(),False,False
grep,grep -n .,.,Dot(),False,False
grep,"grep ""[aeiouyAEIOUY]""",[aeiouyAEIOUY],"CharacterClass(negate=False, items=[Literal('a'), Literal('e'), Literal('i'), Literal('o'), Literal('u'), Literal('y'), Literal('A'), Literal('E'), Literal('I'), Literal('O'), Literal('U'), Literal('Y')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep -oE ""[0-9a-f]+""",[0-9a-f]+,"Repeat(CharacterClass(negate=False, items=[Range('0'-'9'), Range('a'-'f')]), 1, None)",False,False
grep,"grep -oE ""([0-9]{1,3}\.){3}[0-9]{1,3}""","([0-9]{1,3}\.){3}[0-9]{1,3}","Concatenate([Repeat(Concatenate([Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3), Literal('.')]), 3, 3), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3)])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep -oE ""[0-9a-f]+""",[0-9a-f]+,"Repeat(CharacterClass(negate=False, items=[Range('0'-'9'), Range('a'-'f')]), 1, None)",False,False
grep,"grep -v ""[KQRBN]""",[KQRBN],"CharacterClass(negate=False, items=[Literal('K'), Literal('Q'), Literal('R'), Literal('B'), Literal('N')])",False,False
grep,"grep -o ""#[0-9]\+""",#[0-9]\+,"Concatenate([Literal('#'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, None)])",False,False
grep,"grep ""#[0-9]\+""",#[0-9]\+,"Concatenate([Literal('#'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, None)])",False,False
grep,grep -n .,.,Dot(),False,False
grep,grep -n .,.,Dot(),False,False
grep,grep -n .,.,Dot(),False,False
grep,grep -n .,.,Dot(),False,False
grep,grep -n .,.,Dot(),False,False
grep,"grep ""[aeiouyAEIOUY]""",[aeiouyAEIOUY],"CharacterClass(negate=False, items=[Literal('a'), Literal('e'), Literal('i'), Literal('o'), Literal('u'), Literal('y'), Literal('A'), Literal('E'), Literal('I'), Literal('O'), Literal('U'), Literal('Y')])",False,False
grep,"grep ""[aeiouyAEIOUY]""",[aeiouyAEIOUY],"CharacterClass(negate=False, items=[Literal('a'), Literal('e'), Literal('i'), Literal('o'), Literal('u'), Literal('y'), Literal('A'), Literal('E'), Literal('I'), Literal('O'), Literal('U'), Literal('Y')])",False,False
grep,"grep ""[aeiouyAEIOUY]""",[aeiouyAEIOUY],"CharacterClass(negate=False, items=[Literal('a'), Literal('e'), Literal('i'), Literal('o'), Literal('u'), Literal('y'), Literal('A'), Literal('E'), Literal('I'), Literal('O'), Literal('U'), Literal('Y')])",False,False
grep,"grep ""^[^.]""",^[^.],"Concatenate([StartAnchor(), CharacterClass(negate=True, items=[Literal('.')])])",False,False
grep,grep [02468],[02468],"CharacterClass(negate=False, items=[Literal('0'), Literal('2'), Literal('4'), Literal('6'), Literal('8')])",False,False
grep,"grep ""^/""",^/,"Concatenate([StartAnchor(), Literal('/')])",False,False
grep,grep -v [13579],[13579],"CharacterClass(negate=False, items=[Literal('1'), Literal('3'), Literal('5'), Literal('7'), Literal('9')])",False,False
grep,"grep ""\.log$""",\.log$,"Concatenate([Literal('.'), Literal('l'), Literal('o'), Literal('g'), EndAnchor()])",False,False
grep,"grep ""[a-z]""",[a-z],"CharacterClass(negate=False, items=[Range('a'-'z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""^[0-9]""",^[0-9],"Concatenate([StartAnchor(), CharacterClass(negate=False, items=[Range('0'-'9')])])",False,False
grep,"grep ""[a-z]""",[a-z],"CharacterClass(negate=False, items=[Range('a'-'z')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[a-z]""",[a-z],"CharacterClass(negate=False, items=[Range('a'-'z')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""^(""",^(,"Concatenate([StartAnchor(), Literal('(')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""[k-z]""",[k-z],"CharacterClass(negate=False, items=[Range('k'-'z')])",False,False
grep,"grep ""^[A-Z]""",^[A-Z],"Concatenate([StartAnchor(), CharacterClass(negate=False, items=[Range('A'-'Z')])])",False,False
grep,"grep -v ""^#""",^#,"Concatenate([StartAnchor(), Literal('#')])",False,False
grep,grep .,.,Dot(),False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep -v ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep -v ""^\\.""",^\\.,"Concatenate([StartAnchor(), Literal('\\'), Dot()])",False,False
grep,grep .,.,Dot(),False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep ""[a-z]""",[a-z],"CharacterClass(negate=False, items=[Range('a'-'z')])",False,False
grep,"grep ""^-""",^-,"Concatenate([StartAnchor(), Literal('-')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-J]""",[A-J],"CharacterClass(negate=False, items=[Range('A'-'J')])",False,False
grep,"grep -v ""^\\.""",^\\.,"Concatenate([StartAnchor(), Literal('\\'), Dot()])",False,False
grep,"grep ""[a-j]""",[a-j],"CharacterClass(negate=False, items=[Range('a'-'j')])",False,False
grep,"grep -v ""^\\.""",^\\.,"Concatenate([StartAnchor(), Literal('\\'), Dot()])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep "".""",.,Dot(),False,False
grep,"grep -v "".""",.,Dot(),False,False
grep,"grep ""[a-j]""",[a-j],"CharacterClass(negate=False, items=[Range('a'-'j')])",False,False
grep,"grep -v ""^\\.""",^\\.,"Concatenate([StartAnchor(), Literal('\\'), Dot()])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep -v ""^\\.""",^\\.,"Concatenate([StartAnchor(), Literal('\\'), Dot()])",False,False
grep,"grep "".""",.,Dot(),False,False
grep,"grep -v "".""",.,Dot(),False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v "".""",.,Dot(),False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^[[:space:]]*$""",^[[:space:]]*$,"Concatenate([StartAnchor(), Repeat(CharacterClass(negate=False, items=[PosixClass('space')]), 0, None), EndAnchor()])",False,False
grep,grep [0-9],[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep "".txt""",.txt,"Concatenate([Dot(), Literal('t'), Literal('x'), Literal('t')])",False,False
grep,"grep -v ""^[0-9]*5$""",^[0-9]*5$,"Concatenate([StartAnchor(), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 0, None), Literal('5'), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep ""^[0-9]*[02468]$""",^[0-9]*[02468]$,"Concatenate([StartAnchor(), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 0, None), CharacterClass(negate=False, items=[Literal('0'), Literal('2'), Literal('4'), Literal('6'), Literal('8')]), EndAnchor()])",False,False
grep,"grep ""[13579]$""",[13579]$,"Concatenate([CharacterClass(negate=False, items=[Literal('1'), Literal('3'), Literal('5'), Literal('7'), Literal('9')]), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep ""\.txt$""",\.txt$,"Concatenate([Literal('.'), Literal('t'), Literal('x'), Literal('t'), EndAnchor()])",False,False
grep,"grep -v ""txt$""",txt$,"Concatenate([Literal('t'), Literal('x'), Literal('t'), EndAnchor()])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep -v ""^[0-9]*0$""",^[0-9]*0$,"Concatenate([StartAnchor(), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 0, None), Literal('0'), EndAnchor()])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep -v ""^$""",^$,"Concatenate([StartAnchor(), EndAnchor()])",False,False
grep,"grep "".sh""",.sh,"Concatenate([Dot(), Literal('s'), Literal('h')])",False,False
grep,"grep ""^[^.]""",^[^.],"Concatenate([StartAnchor(), CharacterClass(negate=True, items=[Literal('.')])])",False,False
grep,"grep "".txt""",.txt,"Concatenate([Dot(), Literal('t'), Literal('x'), Literal('t')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep "".*\.txt""",.*\.txt,"Concatenate([Repeat(Dot(), 0, None), Literal('.'), Literal('t'), Literal('x'), Literal('t')])",False,False
grep,"grep ""[a-z]""",[a-z],"CharacterClass(negate=False, items=[Range('a'-'z')])",False,False
grep,"grep -v ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""[a-z]""",[a-z],"CharacterClass(negate=False, items=[Range('a'-'z')])",False,False
grep,"grep ""[0-9]""",[0-9],"CharacterClass(negate=False, items=[Range('0'-'9')])",False,False
grep,"grep ""^[a-z]""",^[a-z],"Concatenate([StartAnchor(), CharacterClass(negate=False, items=[Range('a'-'z')])])",False,False
grep,"grep ""[A-Z]""",[A-Z],"CharacterClass(negate=False, items=[Range('A'-'Z')])",False,False
grep,"grep ""^[A-Z]""",^[A-Z],"Concatenate([StartAnchor(), CharacterClass(negate=False, items=[Range('A'-'Z')])])",False,False
grep,"grep ""([0-9])""",([0-9]),"Concatenate([Literal('('), CharacterClass(negate=False, items=[Range('0'-'9')]), Literal(')')])",False,False
grep,"grep -v ""^\\.""",^\\.,"Concatenate([StartAnchor(), Literal('\\'), Dot()])",False,False
grep,"grep -v ""^\.""",^\.,"Concatenate([StartAnchor(), Literal('.')])",False,False
grep,"egrep -wi ""exception|critical"" /var/log/cloudera-scm-server/cloudera- scm-server.log",exception|critical,"Union(Concatenate([Literal('e'), Literal('x'), Literal('c'), Literal('e'), Literal('p'), Literal('t'), Literal('i'), Literal('o'), Literal('n')]), Concatenate([Literal('c'), Literal('r'), Literal('i'), Literal('t'), Literal('i'), Literal('c'), Literal('a'), Literal('l')]))",False,False
grep,"grep -n ""^ *server *{""",^ *server *{,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('s'), Literal('e'), Literal('r'), Literal('v'), Literal('e'), Literal('r'), Repeat(Literal(' '), 0, None), Literal('{')])",False,False
grep,"grep -n ""^ *server *{"" >/dev/null",^ *server *{,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('s'), Literal('e'), Literal('r'), Literal('v'), Literal('e'), Literal('r'), Repeat(Literal(' '), 0, None), Literal('{')])",False,False
grep,"grep ""^ *include *;"" >/dev/null",^ *include *;,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('i'), Literal('n'), Literal('c'), Literal('l'), Literal('u'), Literal('d'), Literal('e'), Repeat(Literal(' '), 0, None), Literal(';')])",False,False
grep,"grep ""^ *include *;""",^ *include *;,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('i'), Literal('n'), Literal('c'), Literal('l'), Literal('u'), Literal('d'), Literal('e'), Repeat(Literal(' '), 0, None), Literal(';')])",False,False
grep,"grep -i ""^Location.*$""",^Location.*$,"Concatenate([StartAnchor(), Literal('L'), Literal('o'), Literal('c'), Literal('a'), Literal('t'), Literal('i'), Literal('o'), Literal('n'), Repeat(Dot(), 0, None), EndAnchor()])",False,False
grep,"grep -i ""^Retry-After *:""",^Retry-After *:,"Concatenate([StartAnchor(), Literal('R'), Literal('e'), Literal('t'), Literal('r'), Literal('y'), Literal('-'), Literal('A'), Literal('f'), Literal('t'), Literal('e'), Literal('r'), Repeat(Literal(' '), 0, None), Literal(':')])",False,False
grep,"grep ""^ *include *;"" >/dev/null",^ *include *;,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('i'), Literal('n'), Literal('c'), Literal('l'), Literal('u'), Literal('d'), Literal('e'), Repeat(Literal(' '), 0, None), Literal(';')])",False,False
grep,"grep ""^ *include *;""",^ *include *;,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('i'), Literal('n'), Literal('c'), Literal('l'), Literal('u'), Literal('d'), Literal('e'), Repeat(Literal(' '), 0, None), Literal(';')])",False,False
grep,"_egrep_o ""\""authorizations\"" *: *\[[^\[]]*\]""","\""authorizations\"" *: *\[[^\[]]*\]","Concatenate([Literal('""'), Literal('a'), Literal('u'), Literal('t'), Literal('h'), Literal('o'), Literal('r'), Literal('i'), Literal('z'), Literal('a'), Literal('t'), Literal('i'), Literal('o'), Literal('n'), Literal('s'), Literal('""'), Repeat(Literal(' '), 0, None), Literal(':'), Repeat(Literal(' '), 0, None), Literal('['), CharacterClass(negate=True, items=[Literal('[')]), Repeat(Literal(']'), 0, None), Literal(']')])",False,False
grep,"grep ""^Location:""",^Location:,"Concatenate([StartAnchor(), Literal('L'), Literal('o'), Literal('c'), Literal('a'), Literal('t'), Literal('i'), Literal('o'), Literal('n'), Literal(':')])",False,False
grep,"grep ""${LOCAL_ANY_ADDRESS}""",${LOCAL_ANY_ADDRESS},"Concatenate([Literal('('), Repeat(Dot(), 0, None), Literal(')')])",False,False
grep,"grep -i ""^Retry-After *:""",^Retry-After *:,"Concatenate([StartAnchor(), Literal('R'), Literal('e'), Literal('t'), Literal('r'), Literal('y'), Literal('-'), Literal('A'), Literal('f'), Literal('t'), Literal('e'), Literal('r'), Repeat(Literal(' '), 0, None), Literal(':')])",False,False
grep,"_egrep_o ""^ *Public-Key:.*""",^ *Public-Key:.*,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('P'), Literal('u'), Literal('b'), Literal('l'), Literal('i'), Literal('c'), Literal('-'), Literal('K'), Literal('e'), Literal('y'), Literal(':'), Repeat(Dot(), 0, None)])",False,False
grep,"grep ""${IPv4bare}""",${IPv4bare},"Concatenate([Literal('('), Repeat(Dot(), 0, None), Literal(')')])",False,False
grep,"grep -qv ""ACCEPT$""",ACCEPT$,"Concatenate([Literal('A'), Literal('C'), Literal('C'), Literal('E'), Literal('P'), Literal('T'), EndAnchor()])",False,False
grep,"grep ""^Set-Cookie:"" ""${HTTP_HEADER}""",^Set-Cookie:,"Concatenate([StartAnchor(), Literal('S'), Literal('e'), Literal('t'), Literal('-'), Literal('C'), Literal('o'), Literal('o'), Literal('k'), Literal('i'), Literal('e'), Literal(':')])",False,False
grep,"_egrep_o ""sessionid=[^;]*;""",sessionid=[^;]*;,"Concatenate([Literal('s'), Literal('e'), Literal('s'), Literal('s'), Literal('i'), Literal('o'), Literal('n'), Literal('i'), Literal('d'), Literal('='), Repeat(CharacterClass(negate=True, items=[Literal(';')]), 0, None), Literal(';')])",False,False
grep,"grep -E ""^??"" 2>/dev/null",^??,"Repeat(Repeat(StartAnchor(), 0, 1), 0, 1)",False,False
grep,"grep ""^## .*ahead""",^## .*ahead,"Concatenate([StartAnchor(), Literal('#'), Literal('#'), Literal(' '), Repeat(Dot(), 0, None), Literal('a'), Literal('h'), Literal('e'), Literal('a'), Literal('d')])",False,False
grep,"grep ""^## .*behind""",^## .*behind,"Concatenate([StartAnchor(), Literal('#'), Literal('#'), Literal(' '), Repeat(Dot(), 0, None), Literal('b'), Literal('e'), Literal('h'), Literal('i'), Literal('n'), Literal('d')])",False,False
grep,"grep ""^## .*diverged""",^## .*diverged,"Concatenate([StartAnchor(), Literal('#'), Literal('#'), Literal(' '), Repeat(Dot(), 0, None), Literal('d'), Literal('i'), Literal('v'), Literal('e'), Literal('r'), Literal('g'), Literal('e'), Literal('d')])",False,False
grep,"grep ""^D """,^D ,"Concatenate([StartAnchor(), Literal('D'), Literal(' ')])",False,False
grep,"grep ""^\?\? """,^\?\? ,"Concatenate([Repeat(Repeat(StartAnchor(), 0, 1), 0, 1), Literal(' ')])",False,False
grep,"grep -v ""^ *\.""",^ *\.,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('.')])",False,False
grep,"grep -v ""^ *\.""",^ *\.,"Concatenate([StartAnchor(), Repeat(Literal(' '), 0, None), Literal('.')])",False,False
grep,"grep -e ""^v""",^v,"Concatenate([StartAnchor(), Literal('v')])",False,False
grep,"grep -vE ""127\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}""","127\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}","Concatenate([Literal('1'), Literal('2'), Literal('7'), Literal('.'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3), Literal('.'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3), Literal('.'), Repeat(CharacterClass(negate=False, items=[Range('0'-'9')]), 1, 3)])",False,False
grep,"grep -q -c ""--wip--""",,,False,False
grep,"grep -v ""^0$""",^0$,"Concatenate([StartAnchor(), Literal('0'), EndAnchor()])",False,False
grep,grep -rl . /testbed/dir2,.,Dot(),False,False
grep,grep -c 1,1,Literal('1'),True,False
grep,"grep -v ""\""\""""","\""\""","Concatenate([Literal('""'), Literal('""')])",True,False
grep,grep Version,Version,"Concatenate([Literal('V'), Literal('e'), Literal('r'), Literal('s'), Literal('i'), Literal('o'), Literal('n')])",True,False
grep,grep -v 999,999,"Concatenate([Literal('9'), Literal('9'), Literal('9')])",True,False
grep,grep -v 999,999,"Concatenate([Literal('9'), Literal('9'), Literal('9')])",True,False
grep,grep -v 999,999,"Concatenate([Literal('9'), Literal('9'), Literal('9')])",True,False
grep,"grep ""the land of""",the land of,"Concatenate([Literal('t'), Literal('h'), Literal('e'), Literal(' '), Literal('l'), Literal('a'), Literal('n'), Literal('d'), Literal(' '), Literal('o'), Literal('f')])",True,False
grep,"grep ""And he said""",And he said,"Concatenate([Literal('A'), Literal('n'), Literal('d'), Literal(' '), Literal('h'), Literal('e'), Literal(' '), Literal('s'), Literal('a'), Literal('i'), Literal('d')])",True,False
grep,grep -v lua_,lua_,"Concatenate([Literal('l'), Literal('u'), Literal('a'), Literal('_')])",True,False
grep,grep -v lua_,lua_,"Concatenate([Literal('l'), Literal('u'), Literal('a'), Literal('_')])",True,False
grep,"grep -v ""Finished "" ""${g}""",Finished ,"Concatenate([Literal('F'), Literal('i'), Literal('n'), Literal('i'), Literal('s'), Literal('h'), Literal('e'), Literal('d'), Literal(' ')])",True,False
grep,"grep -v -P ""\tENST"" >>""${sdir}""/align/reads.1.sanitize.toRibosomal.sorted.sam",\tENST,"Concatenate([Literal('\t'), Literal('E'), Literal('N'), Literal('S'), Literal('T')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
grep,"grep -v -P ""\tENST"" >>""${sdir}""/align/reads.1.sanitize.toRibosomal.sorted.sam",\tENST,"Concatenate([Literal('\t'), Literal('E'), Literal('N'), Literal('S'), Literal('T')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
grep,"grep -v ""Finished "" ""${g}""",Finished ,"Concatenate([Literal('F'), Literal('i'), Literal('n'), Literal('i'), Literal('s'), Literal('h'), Literal('e'), Literal('d'), Literal(' ')])",True,False
grep,"grep -v -P ""\tENST"" >>""${sdir}""/align/reads.1.sanitize.toRibosomal.sorted.sam",\tENST,"Concatenate([Literal('\t'), Literal('E'), Literal('N'), Literal('S'), Literal('T')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
grep,"grep -v -P ""\tENST"" >>""${sdir}""/align/reads.1.sanitize.toRibosomal.sorted.sam",\tENST,"Concatenate([Literal('\t'), Literal('E'), Literal('N'), Literal('S'), Literal('T')])",True,False
grep,"grep -v ""SA:Z:""",SA:Z:,"Concatenate([Literal('S'), Literal('A'), Literal(':'), Literal('Z'), Literal(':')])",True,False
