rtpp_det_time,rtpp_det_size,rtpp_min_time,rtpp_min_size,rtpp_inc_time,rtpp_inc_a_size,rtpp_inc_b_size,wofst_det_time,wofst_det_size,wofst_min_time,wofst_min_size,wofst_inc_time,wofst_inc_a_size,wofst_inc_b_size
,,,,7.867813110351562e-06,1.0,1.0,,,,,1.5735626220703125e-05,1.0,1.0
8.821487426757812e-06,1.0,1.2159347534179688e-05,1.0,6.4373016357421875e-06,1.0,1.0,1.430511474609375e-05,1.0,3.337860107421875e-05,1.0,2.1457672119140625e-05,1.0,1.0
5.9604644775390625e-06,1.0,1.33514404296875e-05,1.0,6.9141387939453125e-06,1.0,1.0,1.4781951904296875e-05,1.0,3.457069396972656e-05,1.0,2.6702880859375e-05,1.0,1.0
7.152557373046875e-06,1.0,1.1682510375976562e-05,1.0,,,,2.7894973754882812e-05,1.0,6.079673767089844e-05,1.0,,,
,,,,9.775161743164062e-06,1.0,1.0,,,,,1.9788742065429688e-05,1.0,1.0
1.33514404296875e-05,2.0,2.002716064453125e-05,2.0,9.5367431640625e-06,2.0,1.0,2.3365020751953125e-05,2.0,5.0067901611328125e-05,2.0,8.58306884765625e-06,2.0,1.0
1.2636184692382812e-05,2.0,2.8848648071289062e-05,2.0,1.1444091796875e-05,2.0,1.0,1.0967254638671875e-05,2.0,2.0503997802734375e-05,2.0,1.2159347534179688e-05,2.0,1.0
2.0742416381835938e-05,3.0,3.647804260253906e-05,3.0,,,,1.8596649169921875e-05,3.0,3.3855438232421875e-05,3.0,,,
,,,,7.152557373046875e-06,1.0,1.0,,,,,1.0967254638671875e-05,1.0,1.0
1.049041748046875e-05,2.0,1.621246337890625e-05,2.0,8.821487426757812e-06,2.0,1.0,1.239776611328125e-05,2.0,2.4080276489257812e-05,2.0,1.7404556274414062e-05,2.0,1.0
1.2874603271484375e-05,2.0,1.9788742065429688e-05,2.0,1.2159347534179688e-05,2.0,1.0,1.0251998901367188e-05,2.0,2.0503997802734375e-05,2.0,1.1682510375976562e-05,2.0,1.0
4.887580871582031e-05,3.0,8.797645568847656e-05,3.0,,,,3.4809112548828125e-05,3.0,3.552436828613281e-05,3.0,,,
,,,,1.9550323486328125e-05,1.0,1.0,,,,,2.0503997802734375e-05,1.0,1.0
2.8848648071289062e-05,2.0,4.982948303222656e-05,2.0,1.5497207641601562e-05,2.0,1.0,1.9311904907226562e-05,2.0,3.552436828613281e-05,2.0,1.621246337890625e-05,2.0,1.0
1.0967254638671875e-05,2.0,2.5987625122070312e-05,2.0,1.2159347534179688e-05,2.0,1.0,1.1205673217773438e-05,2.0,2.4318695068359375e-05,2.0,1.5735626220703125e-05,2.0,1.0
1.6450881958007812e-05,3.0,2.7418136596679688e-05,3.0,,,,2.288818359375e-05,3.0,6.246566772460938e-05,3.0,,,
,,,,6.198883056640625e-06,1.0,1.0,,,,,1.1920928955078125e-05,1.0,1.0
1.0251998901367188e-05,1.0,1.1920928955078125e-05,1.0,1.1444091796875e-05,1.0,1.0,1.1444091796875e-05,1.0,2.2411346435546875e-05,1.0,1.5974044799804688e-05,1.0,1.0
0.00013208389282226562,9.0,0.00013208389282226562,16.0,1.6689300537109375e-05,8.0,1.0,0.0001862049102783203,9.0,0.0002429485321044922,16.0,2.5272369384765625e-05,8.0,1.0
2.86102294921875e-06,14.0,0.00019860267639160156,14.0,1.430511474609375e-05,14.0,1.0,4.5299530029296875e-06,14.0,0.0004856586456298828,14.0,1.9788742065429688e-05,14.0,1.0
5.793571472167969e-05,15.0,0.0002014636993408203,15.0,,,,1.049041748046875e-05,1.0,2.002716064453125e-05,1.0,,,
,,,,1.0013580322265625e-05,1.0,1.0,,,,,1.7642974853515625e-05,1.0,1.0
0.00046324729919433594,73.0,0.0031735897064208984,73.0,4.792213439941406e-05,73.0,1.0,0.0006773471832275391,73.0,0.0036699771881103516,73.0,4.5299530029296875e-05,73.0,1.0
0.00047135353088378906,69.0,0.0030736923217773438,69.0,,,,0.0005726814270019531,69.0,0.00458073616027832,69.0,,,
,,,,1.621246337890625e-05,1.0,1.0,,,,,1.4066696166992188e-05,1.0,1.0
0.00046372413635253906,73.0,0.0032646656036376953,73.0,2.9325485229492188e-05,73.0,1.0,0.0006303787231445312,73.0,0.004609346389770508,73.0,3.9577484130859375e-05,73.0,1.0
0.0004394054412841797,69.0,0.0031652450561523438,69.0,,,,0.000598907470703125,69.0,0.004076242446899414,69.0,,,
,,,,1.4781951904296875e-05,1.0,1.0,,,,,1.4066696166992188e-05,1.0,1.0
0.00018334388732910156,34.0,0.0006415843963623047,34.0,2.1696090698242188e-05,34.0,1.0,0.000244140625,34.0,0.0014338493347167969,34.0,3.0517578125e-05,34.0,1.0
0.0007078647613525391,76.0,0.0013964176177978516,82.0,3.504753112792969e-05,71.0,1.0,0.0010499954223632812,76.0,0.002356290817260742,82.0,4.982948303222656e-05,71.0,1.0
0.00022268295288085938,37.0,0.0006766319274902344,37.0,2.5272369384765625e-05,37.0,1.0,0.0003275871276855469,37.0,0.0025784969329833984,37.0,3.933906555175781e-05,37.0,1.0
0.0014524459838867188,137.0,0.0024566650390625,137.0,4.00543212890625e-05,57.0,1.0,0.0032165050506591797,137.0,0.006163120269775391,137.0,5.1021575927734375e-05,57.0,1.0
0.0001366138458251953,24.0,0.00029730796813964844,24.0,2.288818359375e-05,24.0,1.0,7.867813110351562e-06,1.0,1.5974044799804688e-05,1.0,1.3828277587890625e-05,1.0,1.0
7.414817810058594e-05,18.0,0.00011324882507324219,18.0,1.5735626220703125e-05,18.0,1.0,9.5367431640625e-06,1.0,3.719329833984375e-05,1.0,1.1920928955078125e-05,1.0,1.0
8.678436279296875e-05,19.0,0.00013589859008789062,19.0,,,,8.344650268554688e-06,1.0,1.3828277587890625e-05,1.0,,,
,,,,1.2874603271484375e-05,1.0,1.0,,,,,2.0503997802734375e-05,1.0,1.0
0.00020122528076171875,33.0,0.00043392181396484375,33.0,2.384185791015625e-05,33.0,1.0,0.0002524852752685547,33.0,0.0005557537078857422,33.0,2.5987625122070312e-05,33.0,1.0
0.00024318695068359375,62.0,0.0003974437713623047,34.0,2.2172927856445312e-05,29.0,1.0,0.00024366378784179688,62.0,0.0006206035614013672,34.0,2.6941299438476562e-05,29.0,1.0
0.00010085105895996094,23.0,0.00025081634521484375,23.0,1.7404556274414062e-05,23.0,1.0,1.049041748046875e-05,1.0,4.553794860839844e-05,1.0,1.0728836059570312e-05,1.0,1.0
3.8623809814453125e-05,17.0,8.082389831542969e-05,17.0,,,,8.58306884765625e-06,1.0,2.0265579223632812e-05,1.0,,,
,,,,1.1444091796875e-05,1.0,1.0,,,,,1.4066696166992188e-05,1.0,1.0
0.0006182193756103516,88.0,0.0032422542572021484,88.0,3.504753112792969e-05,88.0,1.0,0.0005924701690673828,88.0,0.0030794143676757812,88.0,3.647804260253906e-05,88.0,1.0
0.0010027885437011719,88.0,0.003281831741333008,88.0,3.933906555175781e-05,88.0,1.0,0.0011401176452636719,88.0,0.0038764476776123047,88.0,4.8160552978515625e-05,88.0,1.0
0.0002956390380859375,60.0,0.002155303955078125,60.0,2.4318695068359375e-05,60.0,1.0,0.0002963542938232422,60.0,0.0019617080688476562,60.0,4.863739013671875e-05,60.0,1.0
2.09808349609375e-05,6.0,4.124641418457031e-05,6.0,1.1682510375976562e-05,6.0,1.0,8.58306884765625e-06,1.0,1.8596649169921875e-05,1.0,1.33514404296875e-05,1.0,1.0
1.4066696166992188e-05,4.0,2.3603439331054688e-05,4.0,,,,9.059906005859375e-06,1.0,2.1457672119140625e-05,1.0,,,
,,,,7.3909759521484375e-06,1.0,1.0,,,,,1.1682510375976562e-05,1.0,1.0
9.5367431640625e-06,1.0,1.3113021850585938e-05,1.0,6.198883056640625e-06,1.0,1.0,9.298324584960938e-06,1.0,2.1219253540039062e-05,1.0,1.0013580322265625e-05,1.0,1.0
6.67572021484375e-06,1.0,1.0251998901367188e-05,1.0,7.3909759521484375e-06,1.0,1.0,8.344650268554688e-06,1.0,1.5020370483398438e-05,1.0,2.2172927856445312e-05,1.0,1.0
7.3909759521484375e-06,1.0,2.4318695068359375e-05,1.0,,,,1.2159347534179688e-05,1.0,2.4318695068359375e-05,1.0,,,
,,,,6.9141387939453125e-06,1.0,1.0,,,,,8.106231689453125e-06,1.0,1.0
9.059906005859375e-06,1.0,1.3113021850585938e-05,1.0,6.67572021484375e-06,1.0,1.0,8.821487426757812e-06,1.0,1.7881393432617188e-05,1.0,1.0013580322265625e-05,1.0,1.0
8.344650268554688e-06,2.0,1.4066696166992188e-05,2.0,,,,8.58306884765625e-06,2.0,1.6927719116210938e-05,2.0,,,
,,,,6.67572021484375e-06,1.0,1.0,,,,,8.106231689453125e-06,1.0,1.0
8.58306884765625e-06,1.0,1.3113021850585938e-05,1.0,6.198883056640625e-06,1.0,1.0,1.9788742065429688e-05,1.0,2.1457672119140625e-05,1.0,1.0251998901367188e-05,1.0,1.0
4.863739013671875e-05,6.0,6.985664367675781e-05,6.0,1.3589859008789062e-05,6.0,1.0,5.412101745605469e-05,6.0,0.00023436546325683594,6.0,1.6689300537109375e-05,6.0,1.0
9.679794311523438e-05,13.0,0.00013303756713867188,13.0,0.006439924240112305,13.0,1.0,8.58306884765625e-06,1.0,1.8358230590820312e-05,1.0,0.0004925727844238281,1.0,1.0
1.3828277587890625e-05,3.0,2.2649765014648438e-05,3.0,,,,7.152557373046875e-06,1.0,1.52587890625e-05,1.0,,,
,,,,7.62939453125e-06,1.0,1.0,,,,,1.7404556274414062e-05,1.0,1.0
8.821487426757812e-06,1.0,1.2159347534179688e-05,1.0,5.4836273193359375e-06,1.0,1.0,1.4066696166992188e-05,1.0,2.3365020751953125e-05,1.0,1.7642974853515625e-05,1.0,1.0
6.9141387939453125e-06,1.0,1.1444091796875e-05,1.0,8.344650268554688e-06,1.0,1.0,1.2159347534179688e-05,1.0,2.384185791015625e-05,1.0,1.9311904907226562e-05,1.0,1.0
7.62939453125e-06,1.0,1.239776611328125e-05,1.0,,,,1.1682510375976562e-05,1.0,2.7418136596679688e-05,1.0,,,
,,,,8.344650268554688e-06,1.0,1.0,,,,,1.9550323486328125e-05,1.0,1.0
5.364418029785156e-05,9.0,9.369850158691406e-05,9.0,1.33514404296875e-05,9.0,1.0,8.797645568847656e-05,9.0,0.00020742416381835938,9.0,2.7179718017578125e-05,9.0,1.0
2.384185791015625e-05,4.0,3.4332275390625e-05,4.0,1.1205673217773438e-05,4.0,1.0,1.2874603271484375e-05,1.0,2.5033950805664062e-05,1.0,1.33514404296875e-05,1.0,1.0
2.1457672119140625e-05,3.0,3.314018249511719e-05,3.0,,,,1.1205673217773438e-05,1.0,2.6941299438476562e-05,1.0,,,
,,,,7.3909759521484375e-06,1.0,1.0,,,,,1.430511474609375e-05,1.0,1.0
8.821487426757812e-06,1.0,1.2636184692382812e-05,1.0,6.198883056640625e-06,1.0,1.0,1.33514404296875e-05,1.0,2.5987625122070312e-05,1.0,1.2636184692382812e-05,1.0,1.0
6.67572021484375e-06,1.0,1.0728836059570312e-05,1.0,,,,1.0967254638671875e-05,1.0,2.4557113647460938e-05,1.0,,,
,,,,7.152557373046875e-06,1.0,1.0,,,,,1.2159347534179688e-05,1.0,1.0
9.298324584960938e-06,1.0,1.2874603271484375e-05,1.0,6.67572021484375e-06,1.0,1.0,1.1920928955078125e-05,1.0,2.3603439331054688e-05,1.0,1.7404556274414062e-05,1.0,1.0
1.6689300537109375e-05,4.0,3.0040740966796875e-05,4.0,,,,2.4318695068359375e-05,4.0,5.0067901611328125e-05,4.0,,,
,,,,6.67572021484375e-06,1.0,1.0,,,,,1.8358230590820312e-05,1.0,1.0
9.775161743164062e-06,1.0,1.239776611328125e-05,1.0,1.0728836059570312e-05,1.0,1.0,1.1444091796875e-05,1.0,2.1457672119140625e-05,1.0,1.4543533325195312e-05,1.0,1.0
0.0001537799835205078,9.0,0.0001232624053955078,16.0,1.52587890625e-05,8.0,1.0,0.00023174285888671875,9.0,0.0002486705780029297,16.0,2.0742416381835938e-05,8.0,1.0
8.106231689453125e-06,1.0,2.384185791015625e-05,1.0,,,,1.1444091796875e-05,1.0,2.4080276489257812e-05,1.0,,,
,,,,6.67572021484375e-06,1.0,1.0,,,,,1.2874603271484375e-05,1.0,1.0
9.059906005859375e-06,1.0,1.3113021850585938e-05,1.0,1.6450881958007812e-05,1.0,1.0,1.3113021850585938e-05,1.0,2.6226043701171875e-05,1.0,1.9550323486328125e-05,1.0,1.0
0.009067058563232422,9.0,0.0003161430358886719,16.0,1.5020370483398438e-05,8.0,1.0,0.0002396106719970703,9.0,0.0002548694610595703,16.0,2.9087066650390625e-05,8.0,1.0
8.821487426757812e-06,1.0,1.3828277587890625e-05,1.0,,,,1.239776611328125e-05,1.0,3.5762786865234375e-05,1.0,,,
,,,,6.67572021484375e-06,1.0,1.0,,,,,1.1920928955078125e-05,1.0,1.0
8.821487426757812e-06,1.0,1.3828277587890625e-05,1.0,6.4373016357421875e-06,1.0,1.0,1.1205673217773438e-05,1.0,2.3126602172851562e-05,1.0,1.811981201171875e-05,1.0,1.0
3.075599670410156e-05,13.0,5.173683166503906e-05,13.0,,,,1.0013580322265625e-05,1.0,3.4332275390625e-05,1.0,,,
,,,,1.2874603271484375e-05,1.0,1.0,,,,,2.1457672119140625e-05,1.0,1.0
0.0010654926300048828,71.0,0.0012040138244628906,71.0,4.57763671875e-05,71.0,1.0,0.0011053085327148438,71.0,0.0013408660888671875,71.0,7.534027099609375e-05,71.0,1.0
8.344650268554688e-06,1.0,1.239776611328125e-05,1.0,2.0503997802734375e-05,1.0,1.0,1.0967254638671875e-05,1.0,2.0265579223632812e-05,1.0,2.002716064453125e-05,1.0,1.0
1.430511474609375e-05,1.0,2.2411346435546875e-05,1.0,1.9073486328125e-05,1.0,1.0,1.239776611328125e-05,1.0,2.7179718017578125e-05,1.0,1.9788742065429688e-05,1.0,1.0
1.430511474609375e-05,2.0,2.3365020751953125e-05,2.0,,,,1.049041748046875e-05,1.0,2.0742416381835938e-05,1.0,,,
,,,,7.3909759521484375e-06,1.0,1.0,,,,,1.3589859008789062e-05,1.0,1.0
9.298324584960938e-06,1.0,2.5033950805664062e-05,1.0,1.3589859008789062e-05,1.0,1.0,1.33514404296875e-05,1.0,2.47955322265625e-05,1.0,1.8358230590820312e-05,1.0,1.0
1.33514404296875e-05,1.0,2.002716064453125e-05,1.0,1.8596649169921875e-05,1.0,1.0,1.1682510375976562e-05,1.0,2.7179718017578125e-05,1.0,2.0742416381835938e-05,1.0,1.0
1.3589859008789062e-05,1.0,2.1696090698242188e-05,1.0,1.811981201171875e-05,1.0,1.0,1.33514404296875e-05,1.0,3.314018249511719e-05,1.0,1.0967254638671875e-05,1.0,1.0
1.5497207641601562e-05,1.0,2.09808349609375e-05,1.0,1.52587890625e-05,1.0,1.0,9.298324584960938e-06,1.0,1.5735626220703125e-05,1.0,7.152557373046875e-06,1.0,1.0
2.1457672119140625e-05,3.0,3.528594970703125e-05,3.0,1.1682510375976562e-05,3.0,3.0,1.52587890625e-05,3.0,3.0517578125e-05,3.0,1.1920928955078125e-05,3.0,3.0
2.3365020751953125e-05,3.0,3.7670135498046875e-05,3.0,,,,1.5974044799804688e-05,3.0,3.147125244140625e-05,3.0,,,
,,,,1.049041748046875e-05,1.0,1.0,,,,,6.67572021484375e-06,1.0,1.0
1.1682510375976562e-05,1.0,1.621246337890625e-05,1.0,1.1682510375976562e-05,1.0,1.0,8.106231689453125e-06,1.0,2.0265579223632812e-05,1.0,5.9604644775390625e-06,1.0,1.0
1.1444091796875e-05,1.0,1.5974044799804688e-05,1.0,1.1920928955078125e-05,1.0,1.0,8.821487426757812e-06,1.0,1.3828277587890625e-05,1.0,7.152557373046875e-06,1.0,1.0
1.8358230590820312e-05,3.0,3.528594970703125e-05,3.0,1.9550323486328125e-05,3.0,3.0,1.5020370483398438e-05,3.0,0.00013303756713867188,3.0,9.775161743164062e-06,3.0,3.0
1.7881393432617188e-05,3.0,2.9802322387695312e-05,3.0,,,,1.4781951904296875e-05,3.0,3.0517578125e-05,3.0,,,
,,,,2.7179718017578125e-05,1.0,1.0,,,,,5.9604644775390625e-06,1.0,1.0
1.7642974853515625e-05,1.0,1.9550323486328125e-05,1.0,1.430511474609375e-05,1.0,1.0,8.58306884765625e-06,1.0,1.52587890625e-05,1.0,8.821487426757812e-06,1.0,1.0
8.58306884765625e-06,1.0,1.1920928955078125e-05,1.0,9.298324584960938e-06,1.0,1.0,7.867813110351562e-06,1.0,1.811981201171875e-05,1.0,6.198883056640625e-06,1.0,1.0
9.5367431640625e-06,1.0,1.3828277587890625e-05,1.0,1.049041748046875e-05,1.0,1.0,7.62939453125e-06,1.0,1.3589859008789062e-05,1.0,1.2636184692382812e-05,1.0,1.0
1.4543533325195312e-05,3.0,4.029273986816406e-05,3.0,1.1205673217773438e-05,3.0,3.0,1.4781951904296875e-05,3.0,3.0994415283203125e-05,3.0,1.8596649169921875e-05,3.0,3.0
1.621246337890625e-05,3.0,2.384185791015625e-05,3.0,,,,4.696846008300781e-05,3.0,6.914138793945312e-05,3.0,,,
,,,,8.106231689453125e-06,1.0,1.0,,,,,1.2874603271484375e-05,1.0,1.0
8.58306884765625e-06,1.0,1.3828277587890625e-05,1.0,1.239776611328125e-05,1.0,1.0,1.8596649169921875e-05,1.0,3.552436828613281e-05,1.0,1.3589859008789062e-05,1.0,1.0
9.5367431640625e-06,1.0,1.5735626220703125e-05,1.0,6.198883056640625e-06,1.0,1.0,1.6689300537109375e-05,1.0,3.3855438232421875e-05,1.0,7.62939453125e-06,1.0,1.0
9.059906005859375e-06,1.0,1.4543533325195312e-05,1.0,7.152557373046875e-06,1.0,1.0,8.344650268554688e-06,1.0,1.5974044799804688e-05,1.0,7.3909759521484375e-06,1.0,1.0
1.33514404296875e-05,3.0,2.4080276489257812e-05,3.0,6.4373016357421875e-06,3.0,1.0,1.621246337890625e-05,3.0,3.0994415283203125e-05,3.0,8.58306884765625e-06,3.0,1.0
1.2874603271484375e-05,3.0,2.288818359375e-05,3.0,,,,1.4543533325195312e-05,3.0,3.147125244140625e-05,3.0,,,
,,,,5.4836273193359375e-06,1.0,1.0,,,,,7.152557373046875e-06,1.0,1.0
8.58306884765625e-06,1.0,1.2159347534179688e-05,1.0,7.152557373046875e-06,1.0,1.0,9.298324584960938e-06,1.0,1.621246337890625e-05,1.0,1.2159347534179688e-05,1.0,1.0
7.3909759521484375e-06,1.0,1.3589859008789062e-05,1.0,6.198883056640625e-06,1.0,1.0,7.62939453125e-06,1.0,1.7642974853515625e-05,1.0,1.1682510375976562e-05,1.0,1.0
9.059906005859375e-06,1.0,1.3589859008789062e-05,1.0,7.62939453125e-06,1.0,1.0,8.821487426757812e-06,1.0,1.5497207641601562e-05,1.0,8.58306884765625e-06,1.0,1.0
1.2874603271484375e-05,3.0,2.5272369384765625e-05,3.0,1.4781951904296875e-05,3.0,1.0,1.52587890625e-05,3.0,3.266334533691406e-05,3.0,8.821487426757812e-06,3.0,1.0
1.621246337890625e-05,3.0,2.5987625122070312e-05,3.0,,,,1.5735626220703125e-05,3.0,3.0279159545898438e-05,3.0,,,
,,,,7.152557373046875e-06,1.0,1.0,,,,,7.867813110351562e-06,1.0,1.0
8.106231689453125e-06,1.0,1.4781951904296875e-05,1.0,8.106231689453125e-06,1.0,1.0,8.58306884765625e-06,1.0,1.7881393432617188e-05,1.0,6.198883056640625e-06,1.0,1.0
8.344650268554688e-06,1.0,1.430511474609375e-05,1.0,1.0967254638671875e-05,1.0,1.0,6.198883056640625e-06,1.0,1.621246337890625e-05,1.0,1.2636184692382812e-05,1.0,1.0
8.821487426757812e-06,1.0,1.33514404296875e-05,1.0,5.9604644775390625e-06,1.0,1.0,7.867813110351562e-06,1.0,1.71661376953125e-05,1.0,7.867813110351562e-06,1.0,1.0
7.62939453125e-06,1.0,1.430511474609375e-05,1.0,6.198883056640625e-06,1.0,1.0,7.3909759521484375e-06,1.0,1.52587890625e-05,1.0,7.152557373046875e-06,1.0,1.0
1.3589859008789062e-05,3.0,2.3365020751953125e-05,3.0,6.9141387939453125e-06,3.0,1.0,1.430511474609375e-05,3.0,3.0279159545898438e-05,3.0,9.059906005859375e-06,3.0,1.0
1.3589859008789062e-05,3.0,2.3603439331054688e-05,3.0,7.867813110351562e-06,3.0,1.0,1.621246337890625e-05,3.0,3.147125244140625e-05,3.0,7.62939453125e-06,3.0,1.0
1.3828277587890625e-05,3.0,2.47955322265625e-05,3.0,,,,1.6450881958007812e-05,3.0,3.218650817871094e-05,3.0,,,
,,,,6.198883056640625e-06,1.0,1.0,,,,,6.9141387939453125e-06,1.0,1.0
7.3909759521484375e-06,1.0,1.1682510375976562e-05,1.0,7.152557373046875e-06,1.0,1.0,8.344650268554688e-06,1.0,1.5735626220703125e-05,1.0,9.775161743164062e-06,1.0,1.0
6.9141387939453125e-06,1.0,1.2159347534179688e-05,1.0,5.9604644775390625e-06,1.0,1.0,9.059906005859375e-06,1.0,1.811981201171875e-05,1.0,7.3909759521484375e-06,1.0,1.0
7.62939453125e-06,1.0,1.3828277587890625e-05,1.0,1.1444091796875e-05,1.0,1.0,1.049041748046875e-05,1.0,1.6927719116210938e-05,1.0,9.059906005859375e-06,1.0,1.0
1.9073486328125e-05,3.0,3.24249267578125e-05,3.0,1.71661376953125e-05,3.0,1.0,1.621246337890625e-05,3.0,4.1484832763671875e-05,3.0,7.867813110351562e-06,3.0,1.0
1.5735626220703125e-05,3.0,2.5987625122070312e-05,3.0,,,,1.430511474609375e-05,3.0,3.0517578125e-05,3.0,,,
,,,,1.3828277587890625e-05,1.0,1.0,,,,,6.9141387939453125e-06,1.0,1.0
1.3589859008789062e-05,1.0,1.7642974853515625e-05,1.0,1.2159347534179688e-05,1.0,1.0,7.867813110351562e-06,1.0,1.6689300537109375e-05,1.0,9.5367431640625e-06,1.0,1.0
9.298324584960938e-06,1.0,1.3113021850585938e-05,1.0,8.58306884765625e-06,1.0,1.0,2.1219253540039062e-05,1.0,1.8596649169921875e-05,1.0,6.4373016357421875e-06,1.0,1.0
9.5367431640625e-06,1.0,1.1205673217773438e-05,1.0,1.0013580322265625e-05,1.0,1.0,8.106231689453125e-06,1.0,1.5020370483398438e-05,1.0,1.1444091796875e-05,1.0,1.0
1.5974044799804688e-05,3.0,2.5987625122070312e-05,3.0,1.0967254638671875e-05,3.0,1.0,1.4781951904296875e-05,3.0,3.0517578125e-05,3.0,9.5367431640625e-06,3.0,1.0
1.6689300537109375e-05,3.0,2.4318695068359375e-05,3.0,,,,1.5020370483398438e-05,3.0,3.0279159545898438e-05,3.0,,,
,,,,8.821487426757812e-06,1.0,1.0,,,,,8.106231689453125e-06,1.0,1.0
8.106231689453125e-06,1.0,1.1920928955078125e-05,1.0,7.152557373046875e-06,1.0,1.0,8.58306884765625e-06,1.0,1.5020370483398438e-05,1.0,7.62939453125e-06,1.0,1.0
8.58306884765625e-06,1.0,1.1920928955078125e-05,1.0,,,,9.059906005859375e-06,1.0,1.5974044799804688e-05,1.0,,,
,,,,1.4781951904296875e-05,1.0,1.0,,,,,1.1920928955078125e-05,1.0,1.0
1.7404556274414062e-05,1.0,2.9087066650390625e-05,1.0,7.62939453125e-06,1.0,1.0,1.5974044799804688e-05,1.0,3.2901763916015625e-05,1.0,1.621246337890625e-05,1.0,1.0
8.106231689453125e-06,1.0,1.0728836059570312e-05,1.0,5.245208740234375e-06,1.0,1.0,1.4543533325195312e-05,1.0,3.075599670410156e-05,1.0,1.4543533325195312e-05,1.0,1.0
6.198883056640625e-06,1.0,1.0967254638671875e-05,1.0,1.1444091796875e-05,1.0,1.0,1.33514404296875e-05,1.0,3.409385681152344e-05,1.0,1.2159347534179688e-05,1.0,1.0
0.00019979476928710938,14.0,0.0003287792205810547,14.0,,,,0.0002243518829345703,14.0,0.0004036426544189453,14.0,,,
,,,,8.106231689453125e-06,1.0,1.0,,,,,8.58306884765625e-06,1.0,1.0
9.5367431640625e-06,1.0,1.33514404296875e-05,1.0,1.1920928955078125e-05,1.0,1.0,9.298324584960938e-06,1.0,1.6927719116210938e-05,1.0,1.621246337890625e-05,1.0,1.0
0.00040650367736816406,13.0,0.0003578662872314453,24.0,,,,0.00039076805114746094,13.0,0.0003809928894042969,24.0,,,
,,,,7.867813110351562e-06,1.0,1.0,,,,,7.3909759521484375e-06,1.0,1.0
9.5367431640625e-06,1.0,1.33514404296875e-05,1.0,1.3828277587890625e-05,1.0,1.0,9.298324584960938e-06,1.0,1.5974044799804688e-05,1.0,1.5020370483398438e-05,1.0,1.0
0.0007336139678955078,20.0,0.0005235671997070312,38.0,,,,0.0007398128509521484,20.0,0.0010156631469726562,38.0,,,
,,,,6.9141387939453125e-06,1.0,1.0,,,,,6.198883056640625e-06,1.0,1.0
9.298324584960938e-06,1.0,1.2636184692382812e-05,1.0,9.059906005859375e-06,1.0,1.0,8.821487426757812e-06,1.0,1.52587890625e-05,1.0,1.3589859008789062e-05,1.0,1.0
0.000392913818359375,15.0,0.00032401084899902344,28.0,,,,0.00039887428283691406,15.0,0.001188516616821289,28.0,,,
,,,,7.152557373046875e-06,1.0,1.0,,,,,8.58306884765625e-06,1.0,1.0
1.0251998901367188e-05,1.0,1.5735626220703125e-05,1.0,5.9604644775390625e-06,1.0,1.0,7.152557373046875e-06,1.0,1.4066696166992188e-05,1.0,1.2159347534179688e-05,1.0,1.0
8.106231689453125e-06,1.0,1.239776611328125e-05,1.0,,,,8.106231689453125e-06,1.0,1.5497207641601562e-05,1.0,,,
,,,,7.3909759521484375e-06,1.0,1.0,,,,,7.3909759521484375e-06,1.0,1.0
1.0967254638671875e-05,1.0,1.621246337890625e-05,1.0,7.867813110351562e-06,1.0,1.0,8.821487426757812e-06,1.0,1.4543533325195312e-05,1.0,1.0728836059570312e-05,1.0,1.0
1.049041748046875e-05,1.0,1.5735626220703125e-05,1.0,,,,7.152557373046875e-06,1.0,2.2172927856445312e-05,1.0,,,
,,,,5.9604644775390625e-06,1.0,1.0,,,,,7.867813110351562e-06,1.0,1.0
7.152557373046875e-06,1.0,1.2159347534179688e-05,1.0,6.67572021484375e-06,1.0,1.0,7.152557373046875e-06,1.0,1.4781951904296875e-05,1.0,1.0967254638671875e-05,1.0,1.0
8.58306884765625e-06,1.0,1.4543533325195312e-05,1.0,1.0967254638671875e-05,1.0,1.0,7.3909759521484375e-06,1.0,1.52587890625e-05,1.0,1.5020370483398438e-05,1.0,1.0
8.106231689453125e-06,1.0,1.1682510375976562e-05,1.0,,,,6.198883056640625e-06,1.0,1.430511474609375e-05,1.0,,,
,,,,6.198883056640625e-06,1.0,1.0,,,,,7.867813110351562e-06,1.0,1.0
8.344650268554688e-06,1.0,1.1682510375976562e-05,1.0,5.245208740234375e-06,1.0,1.0,8.344650268554688e-06,1.0,1.5020370483398438e-05,1.0,7.62939453125e-06,1.0,1.0
6.67572021484375e-06,1.0,1.2159347534179688e-05,1.0,,,,7.62939453125e-06,1.0,2.3603439331054688e-05,1.0,,,
,,,,6.67572021484375e-06,1.0,1.0,,,,,7.3909759521484375e-06,1.0,1.0
1.0728836059570312e-05,1.0,1.7642974853515625e-05,1.0,4.76837158203125e-06,1.0,1.0,9.059906005859375e-06,1.0,1.7404556274414062e-05,1.0,8.106231689453125e-06,1.0,1.0
8.344650268554688e-06,1.0,1.1444091796875e-05,1.0,0.00023555755615234375,1.0,4.0,8.344650268554688e-06,1.0,1.71661376953125e-05,1.0,0.0003075599670410156,1.0,4.0
6.67572021484375e-06,1.0,9.775161743164062e-06,1.0,,,,8.58306884765625e-06,1.0,1.5735626220703125e-05,1.0,,,
,,,,9.298324584960938e-06,1.0,1.0,,,,,7.62939453125e-06,1.0,1.0
